Date,Session,Club,Carry,Total,Ball Speed,Club Speed,Smash Factor,Launch Angle,Spin Rate,Spin Axis,Spin Loft,Launch Direction,Carry Side,Height,Landing Angle,Attack Angle,Club Path,Face Angle,Face to Path,Curve,Hang Time
2026-05-18T10:00:00,2026-05-18,5I,167.2,177.2,118.6,87.4,1.36,16.3,6766,2.6,28.3,-1.7,1.4,102,50.3,-4.8,0.6,2.7,2.1,1.4,6.6
2026-05-18T10:01:00,2026-05-18,5I,170,175.3,118.8,84.4,1.41,16.2,6626,2,28.2,-1.3,-0.9,116,49.2,-4.3,1.4,1.2,-0.2,-0.9,6.9
2026-05-18T10:02:00,2026-05-18,5I,158.9,169.8,120.9,85.7,1.41,16.9,6236,2.4,28.9,-1.6,0.6,112,49.3,-4.5,2.5,-0.2,-2.7,0.6,6.8
2026-05-18T10:03:00,2026-05-18,5I,169.4,176.7,120.8,86.2,1.40,18.6,6195,-1,30.6,0.7,-3.4,113,48.5,-4.5,2.6,0,-2.6,-3.4,6.8
2026-05-18T10:04:00,2026-05-18,5I,158.4,164.9,119.7,86.5,1.38,18.1,5883,1.7,30.1,-1.1,-7.2,115,45.5,-4.1,1.5,1.2,-0.3,-7.2,6.9
2026-05-18T10:05:00,2026-05-18,5I,164.6,171.6,118.2,86.3,1.37,16.4,5998,4.5,28.4,-3,1.4,118,45.8,-3.8,1.1,-0.9,-2,1.4,7
2026-05-18T10:00:00,2026-05-18,5I,169.5,171.2,121.5,88.1,1.38,18.2,6433,-1.9,30.2,1.3,5.7,122,51.2,-1.1,0,-1.6,-1.6,5.7,7.1
2026-05-18T10:01:00,2026-05-18,5I,159.2,164.7,123.2,85,1.45,16.3,6748,0.3,28.3,-0.2,-5.3,113,45.5,-4,3.1,-0.7,-3.8,-5.3,6.8
2026-05-18T10:02:00,2026-05-18,5I,158,162,121,88,1.37,17.8,6295,-0.9,29.8,0.6,14,116,47,-4.5,2.9,-0.8,-3.7,14,6.9
2026-05-18T10:03:00,2026-05-18,5I,160.2,163.3,118.9,86.3,1.38,19,6985,-4.9,31,3.3,-9.2,123,49.5,-6.4,2.6,1.7,-0.9,-9.2,7.1
2026-05-18T10:04:00,2026-05-18,5I,164,167.9,120.6,88.4,1.36,15.6,5460,-4.6,27.6,3.1,-9.5,107,47.8,-2.7,1.4,1,-0.4,-9.5,6.7
2026-05-18T10:05:00,2026-05-18,5I,162.4,165.6,121.6,85.4,1.42,16.5,5920,6.1,28.5,-4.1,4.9,116,48.3,-3.4,2.2,-0.1,-2.3,4.9,6.9
2026-05-18T10:00:00,2026-05-18,5I,159.8,163.1,119,86.5,1.38,17.3,7410,-1,29.3,0.7,4.1,117,46.2,-0.7,3.7,1.2,-2.5,4.1,6.9
2026-05-18T10:01:00,2026-05-18,5I,164.2,171,120.7,84,1.44,18.6,7098,1.8,30.6,-1.2,2.2,109,50.7,-2.7,2.9,0.5,-2.4,2.2,6.7
2026-05-18T10:02:00,2026-05-18,5I,154.9,164.3,119.7,84.2,1.42,16.5,5031,0.8,28.5,-0.5,0.7,124,50.9,-3.2,-0.1,1.8,1.9,0.7,7.1
2026-05-18T10:03:00,2026-05-18,5I,171,174.9,121.1,86.2,1.41,18.5,6564,2.6,30.5,-1.7,4.3,126,46.5,-4.2,0.9,3,2.1,4.3,7.2
2026-05-18T10:00:00,2026-05-18,6I,176.6,180,117.5,83.2,1.41,17.6,5902,-1.5,29.6,1,-11.7,118,45.3,-4.4,-0.5,1.3,1.8,-11.7,7
2026-05-18T10:01:00,2026-05-18,6I,166.8,175.7,117.7,83.6,1.41,16.8,5664,-1.6,28.8,1.1,11.2,117,47.9,-5.1,3.8,0.7,-3.1,11.2,6.9
2026-05-18T10:02:00,2026-05-18,6I,179.6,188,116.2,82.9,1.40,16.5,5766,-1.3,28.5,0.9,2.8,113,45.1,-2.9,0.6,-0.1,-0.7,2.8,6.8
2026-05-18T10:03:00,2026-05-18,6I,177.4,186.9,115.8,85.1,1.36,15.8,5592,1.4,27.8,-0.9,3,113,46.8,-4.8,1,0.4,-0.6,3,6.8
2026-05-18T10:04:00,2026-05-18,6I,177,186,117.1,83.5,1.40,14.4,5438,6.3,26.4,-4.2,-0.3,122,49,-3.4,2.5,1.5,-1,-0.3,7.1
2026-05-18T10:05:00,2026-05-18,6I,177.4,184.4,115.3,84.2,1.37,17.8,6067,-0.4,29.8,0.3,-3.6,124,44.6,-3.2,0.1,-0.8,-0.9,-3.6,7.1
2026-05-18T10:00:00,2026-05-18,6I,172.2,177,116.5,84.9,1.37,15.7,5740,-3.7,27.7,2.5,-9.4,109,46.1,-4.3,1.4,1.2,-0.2,-9.4,6.7
2026-05-18T10:01:00,2026-05-18,6I,176.6,182.4,116.1,85.5,1.36,14.9,5992,-1.2,26.9,0.8,-8.2,96,48.6,-4.4,1,-0.8,-1.8,-8.2,6.4
2026-05-18T10:02:00,2026-05-18,6I,175.2,180.7,120.3,85.5,1.41,16.3,4936,-8.4,28.3,5.6,-1.4,103,43.9,-3.5,-0.3,-0.3,0,-1.4,6.6
2026-05-18T10:03:00,2026-05-18,6I,170.2,179.2,116.2,83.8,1.39,16.3,6117,4.5,28.3,-3,-5.5,125,44.8,-4,0.1,-0.5,-0.6,-5.5,7.1
2026-05-18T10:04:00,2026-05-18,6I,173.2,176.2,117.7,83.2,1.41,14.9,5673,-1.9,26.9,1.3,10.5,113,47.3,-3.1,0.9,0.7,-0.2,10.5,6.8
2026-05-18T10:05:00,2026-05-18,6I,169.1,178,116.3,85.2,1.36,15.2,5670,-2.4,27.2,1.6,-7.1,99,44.3,-4.2,0.9,1.5,0.6,-7.1,6.5
2026-05-18T10:00:00,2026-05-18,6I,181.8,187.9,117.9,83.2,1.42,16.5,5315,-3.6,28.5,2.4,6.4,114,47,-4.4,1.7,0.1,-1.6,6.4,6.9
2026-05-18T10:01:00,2026-05-18,6I,175.5,182.4,114.8,83,1.38,15.5,5750,-3.2,27.5,2.1,-5,111,46.1,-3.9,0.4,-1,-1.4,-5,6.8
2026-05-18T10:02:00,2026-05-18,6I,182.5,190.2,119.1,85.6,1.39,16.8,5020,-0.7,28.8,0.5,2.9,111,48,-4.5,2.4,2.2,-0.2,2.9,6.8
2026-05-18T10:00:00,2026-05-18,7I,160.8,165.5,114.6,80.1,1.43,17.6,6190,0.9,29.6,-0.6,-1.4,124,47.8,-2.9,0.3,0.2,-0.1,-1.4,7.1
2026-05-18T10:01:00,2026-05-18,7I,154.5,160,114.6,81.1,1.41,16.9,6601,-4.8,28.9,3.2,-2.4,114,47.7,-3,0.7,0.3,-0.4,-2.4,6.9
2026-05-18T10:02:00,2026-05-18,7I,169.8,174.5,113.1,81.8,1.38,15.7,6374,-1.9,27.7,1.3,8,124,47.7,-3.8,0.2,1.4,1.2,8,7.1
2026-05-18T10:03:00,2026-05-18,7I,174.3,183.6,113.4,80.6,1.41,17.9,5501,6.5,29.9,-4.3,-3.9,105,50.2,-3.3,0.5,1.9,1.4,-3.9,6.6
2026-05-18T10:04:00,2026-05-18,7I,168.4,173.2,112.8,83.4,1.35,18.8,5679,2.1,30.8,-1.4,-1.3,126,47.1,-3.7,2.1,-1.4,-3.5,-1.3,7.2
2026-05-18T10:05:00,2026-05-18,7I,170.6,178.9,112.7,82.2,1.37,16.6,6149,-1.9,28.6,1.3,4.8,111,47.2,-2.5,2,0.2,-1.8,4.8,6.8
2026-05-18T10:00:00,2026-05-18,7I,165.9,170,111.9,80.5,1.39,18.5,5942,-4.3,30.5,2.9,0.1,119,50.4,-4.5,0.3,-0.1,-0.4,0.1,7
2026-05-18T10:01:00,2026-05-18,7I,162.8,166.5,112.1,81.6,1.37,19.3,5725,-2.8,31.3,1.9,1.9,110,50,-4.3,2.7,1.1,-1.6,1.9,6.8
2026-05-18T10:02:00,2026-05-18,7I,173,180.9,110.8,80.9,1.37,16.8,5902,-3.3,28.8,2.2,-4.5,111,45.9,-3.7,-0.4,2.8,3.2,-4.5,6.8
2026-05-18T10:03:00,2026-05-18,7I,174.8,182.1,114.1,83.7,1.36,17.7,5814,-0.2,29.7,0.1,-1.1,114,45.4,-3.7,1.5,0.8,-0.7,-1.1,6.9
2026-05-18T10:04:00,2026-05-18,7I,162.9,166.4,114,80.8,1.41,17.2,6143,1.8,29.2,-1.2,7.4,117,48.3,-4.8,1,1.4,0.4,7.4,6.9
2026-05-18T10:05:00,2026-05-18,7I,172.7,177.6,114.5,81.2,1.41,17.7,5808,-2.7,29.7,1.8,-1.4,123,51.2,-3.6,1.4,0.5,-0.9,-1.4,7.1
2026-05-18T10:00:00,2026-05-18,7I,171.6,177,112.3,80.5,1.39,17.2,5997,-1.3,29.2,0.9,-3.9,131,47.9,-5,-0.3,-0.2,0.1,-3.9,7.3
2026-05-18T10:01:00,2026-05-18,7I,165.5,169.2,113.1,79.9,1.42,17.5,6434,-3.2,29.5,2.1,-3.3,113,48.7,-3,2.7,2.4,-0.3,-3.3,6.8
2026-05-18T10:02:00,2026-05-18,7I,167.5,173.4,111.7,81.6,1.37,17.8,6855,-0.7,29.8,0.5,0.1,115,48.3,-2.5,1.2,-0.1,-1.3,0.1,6.9
2026-05-18T10:00:00,2026-05-18,8I,149.5,155.9,110.1,77.9,1.41,20.5,7146,-1.3,32.5,0.9,8.1,115,48,-2.6,2.4,-0.9,-3.3,8.1,6.9
2026-05-18T10:01:00,2026-05-18,8I,144.8,153.5,107.9,78.3,1.38,17.4,6736,1,29.4,-0.7,8.1,118,49.8,-4.7,3.5,2,-1.5,8.1,7
2026-05-18T10:02:00,2026-05-18,8I,142.4,146.7,111.3,78.8,1.41,19.3,7075,1.7,31.3,-1.1,5.4,130,50.7,-3.4,2.3,-2.3,-4.6,5.4,7.3
2026-05-18T10:03:00,2026-05-18,8I,154.4,160.2,107.4,78.5,1.37,18,6464,0.2,30,-0.1,6.7,127,49.7,-6.6,1.3,2.5,1.2,6.7,7.2
2026-05-18T10:04:00,2026-05-18,8I,144.8,148.6,106.3,80,1.33,18.8,6168,3,30.8,-2,12.1,127,49.4,-3.9,-1.1,-1.5,-0.4,12.1,7.2
2026-05-18T10:05:00,2026-05-18,8I,148.4,155.3,107.4,78.3,1.37,18.4,7081,0.6,30.4,-0.4,1,129,48.9,-4.3,1.5,0.8,-0.7,1,7.2
2026-05-18T10:00:00,2026-05-18,8I,152.3,157.9,106.7,76.2,1.40,19.4,6831,3.5,31.4,-2.3,2,115,53,-4.4,0.4,2.9,2.5,2,6.9
2026-05-18T10:01:00,2026-05-18,8I,157,162,106,76.3,1.39,18.8,6799,-0.4,30.8,0.3,1,115,48.9,-4.1,2.7,-1.2,-3.9,1,6.9
2026-05-18T10:02:00,2026-05-18,8I,156.4,162.6,106.8,78.7,1.36,18,6990,-4.9,30,3.3,-4.5,109,48.9,-4.6,1.3,-0.7,-2,-4.5,6.7
2026-05-18T10:03:00,2026-05-18,8I,146.8,152.5,108.1,78.6,1.38,18.2,6890,-1.9,30.2,1.3,-16.4,138,53.1,-2.3,2.4,-0.2,-2.6,-16.4,7.5
2026-05-18T10:04:00,2026-05-18,8I,150.6,159.2,106.4,77.4,1.37,20.9,6897,0.9,32.9,-0.6,-5,109,53.7,-4.4,0.9,-0.1,-1,-5,6.7
2026-05-18T10:05:00,2026-05-18,8I,143.2,149.9,105.5,76.1,1.39,17.9,7161,5.4,29.9,-3.6,6.8,116,49.8,-3.8,1,1.9,0.9,6.8,6.9
2026-05-18T10:00:00,2026-05-18,9I,134.6,140,102.2,74,1.38,20.1,7303,-0.3,32.1,0.2,4,115,53,-4,1.6,-1.2,-2.8,4,6.9
2026-05-18T10:01:00,2026-05-18,9I,137,142.2,103.5,75.7,1.37,20.9,7889,1.8,32.9,-1.2,5.2,118,48.6,-3.5,3.7,1.1,-2.6,5.2,7
2026-05-18T10:02:00,2026-05-18,9I,146.3,150.8,104.4,74.3,1.41,19.4,7450,-0.9,31.4,0.6,4.4,132,51.4,-3.8,1.3,2.7,1.4,4.4,7.3
2026-05-18T10:03:00,2026-05-18,9I,150.1,151.9,99.8,73.5,1.36,21,7413,2.6,33,-1.7,-1.1,124,50.6,-3.7,3.1,-0.3,-3.4,-1.1,7.1
2026-05-18T10:04:00,2026-05-18,9I,137.6,142.6,101,74.5,1.36,21.1,7665,1.2,33.1,-0.8,2.4,132,50.8,-1.9,0.3,1.9,1.6,2.4,7.3
2026-05-18T10:05:00,2026-05-18,9I,131.8,135.6,101.8,75.8,1.34,20.5,7329,5.7,32.5,-3.8,-3.4,127,51.6,-2.6,2,2.5,0.5,-3.4,7.2
2026-05-18T10:00:00,2026-05-18,9I,130.3,138.7,103.7,74.1,1.40,19.5,7729,1,31.5,-0.7,-1.1,137,51,-4.2,2.4,-1,-3.4,-1.1,7.4
2026-05-18T10:01:00,2026-05-18,9I,140.2,146.5,99,73.8,1.34,21.4,7885,4.1,33.4,-2.7,-2.8,111,47.5,-4.7,3.3,-1.4,-4.7,-2.8,6.8
2026-05-18T10:02:00,2026-05-18,9I,136.3,140.7,101.5,75.4,1.35,20.4,7469,-0.3,32.4,0.2,4.9,124,54,-3.1,1,0.4,-0.6,4.9,7.1
2026-05-18T10:03:00,2026-05-18,9I,139.1,145.8,104.7,77.2,1.36,21.6,7426,0.5,33.6,-0.3,4.8,124,48.4,-3.4,2.5,0.3,-2.2,4.8,7.1
2026-05-18T10:04:00,2026-05-18,9I,139.5,143.1,100.9,74.1,1.36,21,7611,-1.6,33,1.1,7.5,130,51.7,-4.3,0.6,3.2,2.6,7.5,7.3
2026-05-18T10:00:00,2026-05-18,PW,128.6,136.6,95.8,70.9,1.35,22.4,7889,-2.2,34.4,1.5,-8.6,128,54.7,-2.9,1.2,2.5,1.3,-8.6,7.2
2026-05-18T10:01:00,2026-05-18,PW,124.4,128.4,97.4,71.6,1.36,22.9,8780,-2.2,34.9,1.5,-5.7,126,53,-3.4,2.3,-0.3,-2.6,-5.7,7.2
2026-05-18T10:02:00,2026-05-18,PW,126.6,134.7,95.9,72.5,1.32,22.9,7488,-2.4,34.9,1.6,3.7,129,52.8,-3.2,2,2.1,0.1,3.7,7.2
2026-05-18T10:03:00,2026-05-18,PW,125.1,130.8,99,72.6,1.36,23.3,8599,2.7,35.3,-1.8,-2.9,119,53.1,-2.2,0.6,0.4,-0.2,-2.9,7
2026-05-18T10:04:00,2026-05-18,PW,127.9,132.9,100.8,73.4,1.37,23.2,7852,-6.3,35.2,4.2,1.1,136,54.4,-3.5,0.7,-0.7,-1.4,1.1,7.4
2026-05-18T10:05:00,2026-05-18,PW,125.1,130.5,98,72.8,1.35,24.6,8331,0.6,36.6,-0.4,-1.3,129,56.2,-4.4,2.7,-2.3,-5,-1.3,7.2
2026-05-18T10:00:00,2026-05-18,PW,130.7,136.1,99.5,72.3,1.38,23.2,8426,5.6,35.2,-3.7,3,130,55.8,-3.2,2.7,1.4,-1.3,3,7.3
2026-05-18T10:01:00,2026-05-18,PW,121.7,129,97.5,71.6,1.36,24,8661,-4.5,36,3,-3.5,127,54.8,-3.5,1.1,0.9,-0.2,-3.5,7.2
2026-05-18T10:02:00,2026-05-18,PW,131.1,133.2,96.4,72.3,1.33,22.9,7697,2.6,34.9,-1.7,-0.2,132,52.5,-2.5,1,0.1,-0.9,-0.2,7.3
2026-05-18T10:03:00,2026-05-18,PW,130.8,134,95.9,72.5,1.32,20.4,7868,4.8,32.4,-3.2,-2,111,54.7,-4,0.2,-0.4,-0.6,-2,6.8
2026-05-18T10:00:00,2026-05-18,52,102,109.4,87.6,69.7,1.26,24.6,8336,2,36.6,-1.3,-4,123,58.3,-3.3,2.1,-1.2,-3.3,-4,7.1
2026-05-18T10:01:00,2026-05-18,52,110.6,117.4,92.6,69.7,1.33,23.7,9029,-1.3,35.7,0.9,6.9,121,55.3,-3.8,1.9,-0.3,-2.2,6.9,7
2026-05-18T10:02:00,2026-05-18,52,103.8,112.8,90.1,67.7,1.33,26.3,8419,0,38.3,0,4.1,137,52.8,-5,1.7,0.4,-1.3,4.1,7.4
2026-05-18T10:03:00,2026-05-18,52,109.1,114.9,92.2,69.9,1.32,24.2,8854,-0.7,36.2,0.5,-5.1,128,57.1,-3.8,-0.4,-0.7,-0.3,-5.1,7.2
2026-05-18T10:04:00,2026-05-18,52,102,108.2,90.7,68.3,1.33,24.9,8474,0.2,36.9,-0.1,-10,124,52.7,-3.6,0.4,0.3,-0.1,-10,7.1
2026-05-18T10:05:00,2026-05-18,52,103.5,106.6,89.8,66.9,1.34,25.3,9088,-1.3,37.3,0.9,-6.7,125,55,-3.6,0.6,1.9,1.3,-6.7,7.1
2026-05-18T10:00:00,2026-05-18,52,98.2,105.8,87.7,67.3,1.30,24.6,9231,-1.5,36.6,1,-3.3,124,53.7,-3.5,3.5,-1,-4.5,-3.3,7.1
2026-05-18T10:01:00,2026-05-18,52,111.5,115.4,94.5,67.1,1.41,24.2,8257,-1.3,36.2,0.9,-0.6,129,51.6,-4,1.9,1.5,-0.4,-0.6,7.2
2026-05-18T10:02:00,2026-05-18,52,106.4,111,90.6,68.7,1.32,25.7,9035,-4.9,37.7,3.3,1.6,130,57.2,-2.5,2.9,1.6,-1.3,1.6,7.3
2026-05-18T10:00:00,2026-05-18,56,92.8,100,82.3,65.3,1.26,28,9825,0.6,40,-0.4,-2.7,122,61.8,-3.9,2.9,2,-0.9,-2.7,7.1
2026-05-18T10:01:00,2026-05-18,56,84.6,90.7,79.4,63.7,1.25,25.8,9417,-0.9,37.8,0.6,0.3,126,58.6,-5.1,2.1,-1.1,-3.2,0.3,7.2
2026-05-18T10:02:00,2026-05-18,56,87.3,96,81.6,65.2,1.25,24.5,9938,5.1,36.5,-3.4,5,119,56.8,-3.3,1.6,-0.1,-1.7,5,7
2026-05-18T10:03:00,2026-05-18,56,96.1,101.3,83.3,65.6,1.27,27.4,9218,-2.8,39.4,1.9,9.3,133,57.1,-5.2,1.9,-0.5,-2.4,9.3,7.3
2026-05-18T10:04:00,2026-05-18,56,88.7,94.7,81.7,63.1,1.29,27.3,9565,0.6,39.3,-0.4,-2.4,125,56.9,-4.1,4.4,-0.4,-4.8,-2.4,7.1
2026-05-18T10:05:00,2026-05-18,56,98.2,105.5,82.6,62.7,1.32,27.9,9464,-0.2,39.9,0.1,-8.1,136,59.1,-3.6,1.8,0.7,-1.1,-8.1,7.4
2026-05-18T10:00:00,2026-05-18,56,86.2,92,83.1,62.8,1.32,28.1,9569,-6.1,40.1,4.1,4.9,133,54.3,-5.1,0.4,0.5,0.1,4.9,7.3
2026-05-18T10:01:00,2026-05-18,56,85.3,92.5,79.7,63.9,1.25,27.3,9342,-4.6,39.3,3.1,-0.8,123,59.4,-5,2.6,1,-1.6,-0.8,7.1
2026-05-18T10:00:00,2026-05-18,60,74.4,80,72.2,57.5,1.26,30.1,10050,-1.5,42.1,1,-6,138,60.3,-4.1,-0.8,-0.3,0.5,-6,7.5
2026-05-18T10:01:00,2026-05-18,60,69.3,70.8,70.7,59,1.20,31.3,10574,1.7,43.3,-1.1,-0.6,131,62.5,-4.6,3.1,-2,-5.1,-0.6,7.3
2026-05-18T10:02:00,2026-05-18,60,76.2,83.5,72,56.1,1.28,32.9,9691,0.8,44.9,-0.5,5.3,131,59.9,-3.8,0.7,0,-0.7,5.3,7.3
2026-05-18T10:03:00,2026-05-18,60,76.9,82.9,73.2,57.6,1.27,30.7,10003,-1,42.7,0.7,4.8,134,61.9,-3.1,-1.7,-0.2,1.5,4.8,7.4
2026-05-18T10:04:00,2026-05-18,60,76,83.2,70.1,58,1.21,29.4,10722,-2.7,41.4,1.8,-3.6,135,58.4,-4.9,1.8,0.5,-1.3,-3.6,7.4
2026-05-18T10:05:00,2026-05-18,60,68.2,76.1,74,59.9,1.24,29.2,10084,1.8,41.2,-1.2,6.2,134,60.9,-3.1,2.8,1,-1.8,6.2,7.4
2026-05-18T10:00:00,2026-05-18,60,77.5,82.1,71.6,57,1.26,29.7,10515,3.5,41.7,-2.3,-11.8,123,59.5,-3.4,1,-0.4,-1.4,-11.8,7.1
